order_id,customer_id,amount,created_at,is_b2b
ord_0102,cust_7658,92576,2026-09-04T11:01:15,false
ord_0103,cust_9041,2378577,2026-09-04T15:42:45,false
ord_0104,cust_4986,122323,2026-09-04T12:33:25,false
ord_0105,cust_6632,2489220,2026-09-04T15:39:33,false
ord_0106,cust_5438,2358496,2026-09-04T14:03:29,false
ord_0107,cust_2647,2080876,2026-09-06T17:12:18,false
ord_0108,cust_1231,1292547,2026-09-06T13:01:19,false
ord_0109,cust_5786,580927,2026-09-06T08:45:35,false
ord_0110,cust_8690,2108894,2026-09-06T08:33:18,false
ord_0111,cust_8827,1897460,2026-09-06T10:47:16,false
ord_0112,cust_4697,546821,2026-09-08T14:30:38,false
ord_0113,cust_8025,1645421,2026-09-08T15:38:55,false
ord_0114,cust_2625,2435004,2026-09-08T09:11:47,false
ord_0115,cust_3847,935103,2026-09-08T08:58:15,false
ord_0116,cust_8699,364844,2026-09-08T08:47:28,false
ord_0117,cust_8438,1020881,2026-09-10T13:33:55,false
ord_0118,cust_9922,1029050,2026-09-10T11:57:07,false
ord_0119,cust_3718,674906,2026-09-10T10:23:03,false
ord_0120,cust_5982,2437427,2026-09-10T15:14:29,false
ord_0121,cust_1423,1862059,2026-09-12T14:25:16,false
ord_0122,cust_5415,1010178,2026-09-12T08:33:43,false
ord_0123,cust_8245,218743,2026-09-12T15:56:41,false
ord_0124,cust_9056,811220,2026-09-12T15:27:52,false
ord_0125,cust_9117,488723,2026-09-14T13:48:44,false
ord_0126,cust_6153,1729618,2026-09-14T08:55:05,false
ord_0127,cust_1018,1405908,2026-09-14T14:29:32,false
ord_0128,cust_9494,2325802,2026-09-14T14:15:12,false
ord_0129,cust_4335,2140831,2026-09-14T16:12:03,false
ord_0130,cust_8941,2353594,2026-09-14T13:11:56,false
ord_0131,cust_2858,1761236,2026-09-16T11:52:58,false
ord_0132,cust_5781,542688,2026-09-16T10:24:59,false
ord_0133,cust_8483,1196827,2026-09-16T15:18:15,false
ord_0134,cust_9327,656672,2026-09-16T12:39:38,false
ord_0135,cust_9318,342804,2026-09-16T14:45:59,false
ord_0136,cust_9022,60759,2026-09-16T13:32:37,false
ord_0137,cust_6272,2364909,2026-09-18T15:03:59,false
ord_0138,cust_7730,1051623,2026-09-18T15:07:54,false
ord_0139,cust_7246,1384528,2026-09-18T15:54:58,false
ord_0140,cust_6439,687975,2026-09-18T08:54:32,false
ord_0141,cust_1251,1896778,2026-09-18T17:38:29,false
ord_0142,cust_5342,1769574,2026-09-18T10:19:30,false
ord_0143,cust_8994,1428103,2026-09-20T16:13:20,false
ord_0144,cust_5708,200571,2026-09-20T09:44:40,false
ord_0145,cust_2646,429078,2026-09-20T09:50:40,false
ord_0146,cust_1753,747784,2026-09-20T13:14:01,false
ord_0147,cust_7267,762963,2026-09-22T09:18:55,false
ord_0148,cust_5161,1060113,2026-09-22T10:14:29,false
ord_0149,cust_8622,1120917,2026-09-22T09:19:51,false
ord_0150,cust_5901,2342598,2026-09-22T09:05:22,false
ord_0151,cust_5949,1829680,2026-09-22T13:02:54,false
